Date,Price,Open,High,Low,Volume,Chg%
"Aug 22, 2022",1470.35,1484.8,1488.35,1467.7,4.12M,-1.52%
"Aug 19, 2022",1493.05,1510,1512,1490,4.03M,-1.23%
"Aug 18, 2022",1511.7,1500,1513.9,1499.65,4.17M,0.12%
"Aug 17, 2022",1509.9,1500,1512.75,1485.75,6.19M,0.52%
"Aug 16, 2022",1502.15,1494.8,1508.5,1488.05,6.28M,1.14%
"Aug 12, 2022",1485.15,1485,1489.3,1475.95,4.43M,-0.04%
"Aug 11, 2022",1485.7,1486.5,1491,1474.55,9.15M,1.32%
"Aug 10, 2022",1466.3,1461.35,1471.5,1449.05,8.68M,0.29%
"Aug 08, 2022",1462.05,1428,1464.5,1427.1,7.68M,2.45%
"Aug 05, 2022",1427.05,1433,1436.95,1421.15,4.63M,-0.34%
"Aug 04, 2022",1431.9,1440,1446.7,1412.95,6.01M,-0.12%
"Aug 03, 2022",1433.6,1424.95,1435.75,1417,5.49M,0.23%
"Aug 02, 2022",1430.25,1442,1444.6,1423.05,7.52M,-1.10%
"Aug 01, 2022",1446.15,1439,1448.45,1430.05,6.60M,0.83%
"Jul 29, 2022",1434.2,1438,1438.6,1415.3,10.01M,1.22%
"Jul 28, 2022",1416.85,1415.05,1424,1411,8.71M,0.89%
"Jul 27, 2022",1404.4,1388.9,1406,1384.25,4.61M,0.76%
"Jul 26, 2022",1393.75,1396,1402,1386.3,4.26M,-0.20%
"Jul 25, 2022",1396.6,1395,1404.6,1383.3,5.07M,0.29%
"Jul 22, 2022",1392.5,1366,1397,1362.4,6.36M,2.33%
"Jul 21, 2022",1360.75,1360.55,1369.5,1358.1,6.32M,-0.32%
"Jul 20, 2022",1365.05,1359.9,1371.1,1355.25,10.17M,1.26%
"Jul 19, 2022",1348.05,1337,1358.55,1337,7.90M,0.04%
"Jul 18, 2022",1347.55,1348,1366.1,1342.05,10.17M,-1.06%
"Jul 15, 2022",1362.05,1353,1364.9,1346.8,6.80M,0.81%
"Jul 14, 2022",1351.05,1362,1372.65,1349.25,5.19M,-0.50%
"Jul 13, 2022",1357.85,1390,1394.2,1354.25,7.97M,-2.44%
"Jul 12, 2022",1391.8,1405.25,1405.25,1389.4,4.94M,-1.02%
"Jul 11, 2022",1406.15,1394,1409.9,1393.25,3.73M,0.65%
"Jul 08, 2022",1397.1,1410,1410,1394.75,6.24M,0.09%
"Jul 07, 2022",1395.8,1380,1398,1374.45,8.87M,1.79%
"Jul 06, 2022",1371.25,1348,1373.4,1347.1,7.52M,1.38%
"Jul 05, 2022",1352.6,1364,1379.35,1348.3,7.16M,-0.22%
"Jul 04, 2022",1355.65,1353.7,1360.2,1342.25,4.24M,0.14%
"Jul 01, 2022",1353.75,1343.95,1360,1330.05,5.74M,0.43%
"Jun 30, 2022",1348,1336,1354,1336,6.24M,0.30%
"Jun 29, 2022",1343.95,1331.25,1350.75,1331.25,5.00M,-0.14%
"Jun 28, 2022",1345.9,1344,1351,1338.4,4.89M,-0.76%
"Jun 27, 2022",1356.25,1370,1376,1352,4.90M,0.18%
"Jun 24, 2022",1353.8,1338.55,1361.65,1338.55,4.01M,1.40%
"Jun 23, 2022",1335.15,1330.5,1348,1318.5,7.69M,0.37%
"Jun 22, 2022",1330.25,1332.25,1336.95,1323.2,4.08M,-0.47%
"Jun 21, 2022",1336.55,1336.9,1354,1324.05,6.61M,1.09%
"Jun 20, 2022",1322.15,1304.7,1325,1294.15,7.97M,2.51%
"Jun 17, 2022",1289.75,1275,1299,1271.6,7.36M,0.66%
"Jun 16, 2022",1281.3,1310,1320.55,1278,6.08M,-2.00%
"Jun 15, 2022",1307.45,1301.65,1315.8,1298.4,5.91M,-0.35%
"Jun 14, 2022",1312,1311.25,1326,1305,5.94M,-1.10%
"Jun 13, 2022",1326.6,1323.6,1330,1308.3,5.45M,-1.81%
"Jun 10, 2022",1351.1,1360.1,1367.95,1343.6,4.58M,-1.93%
"Jun 09, 2022",1377.7,1362.25,1382.05,1357.15,3.66M,0.75%
"Jun 08, 2022",1367.4,1373.3,1381,1357,2.99M,0.35%
"Jun 07, 2022",1362.6,1362,1374.3,1354.1,5.13M,-1.15%
"Jun 06, 2022",1378.45,1376.3,1387,1360.65,3.09M,-0.13%
"Jun 03, 2022",1380.3,1398.3,1400.75,1376.3,3.48M,-0.35%
"Jun 02, 2022",1385.1,1387.25,1388,1378.6,5.74M,-0.70%
"Jun 01, 2022",1394.85,1380,1400.45,1379.15,6.05M,0.42%
"May 31, 2022",1388.95,1395.9,1404.8,1380,6.74M,-0.90%
"May 30, 2022",1401.55,1410.25,1420.5,1398.45,6.31M,0.68%
"May 27, 2022",1392.05,1371.8,1394.7,1370.75,12.02M,1.85%
"May 26, 2022",1366.7,1342.15,1371,1340,13.50M,2.85%
"May 25, 2022",1328.8,1330,1335.95,1323.2,6.44M,0.75%
"May 24, 2022",1318.95,1300,1325,1296.9,6.44M,1.15%
"May 23, 2022",1304,1314,1329.95,1299.1,9.74M,-1.28%
"May 20, 2022",1320.95,1303,1324.2,1292.35,6.96M,2.63%
"May 19, 2022",1287.05,1286.2,1296.4,1278.3,10.27M,-2.04%
"May 18, 2022",1313.9,1324.05,1333.3,1310,7.87M,-0.01%
"May 17, 2022",1314,1312.6,1317,1298.2,8.32M,0.68%
"May 16, 2022",1305.1,1299,1312,1285.3,4.90M,1.06%
"May 13, 2022",1291.35,1310.05,1318,1287,8.38M,-0.90%
"May 12, 2022 ",1303.05,1321.1,1326.8,1293,11.19M,-3.38%
"May 11, 2022",1348.6,1353,1355,1328.65,8.55M,0.56%
"May 10, 2022",1341.05,1315.05,1353,1315.05,10.06M,1.61%
"May 09, 2022",1319.85,1300,1326.5,1295.5,16.38M,0.17%
"May 06, 2022",1317.6,1330,1335,1313,13.37M,-2.61%
"May 05, 2022",1352.95,1375,1375,1346.5,8.93M,-0.22%
"May 04, 2022",1356,1400,1403.6,1350,14.53M,-3.40%
"May 02, 2022",1403.7,1362.05,1406.45,1362.05,9.75M,1.38%
"Apr 29, 2022",1384.6,1380.35,1404.75,1371.55,14.20M,0.97%
"Apr 28, 2022",1371.35,1372,1379,1362.1,10.39M,-0.09%
"Apr 27, 2022",1372.55,1360,1379,1356.1,9.03M,0.04%
"Apr 26, 2022",1372.05,1372,1381.95,1357.15,8.51M,0.46%
"Apr 25, 2022",1365.75,1350,1370.65,1322.25,10.47M,0.75%
"Apr 22, 2022",1355.6,1360,1375.35,1349.15,10.33M,-1.36%
"Apr 21, 2022",1374.35,1365,1379.8,1353.3,26.22M,1.48%
"Apr 20, 2022",1354.3,1354.45,1359.9,1335.35,24.66M,0.90%
"Apr 19, 2022",1342.2,1380.9,1389.55,1327,37.05M,-3.82%
"Apr 18, 2022",1395.45,1418.85,1431.65,1390.05,22.81M,-4.74%
"Apr 13, 2022",1464.95,1490,1502.3,1462.65,14.45M,-1.91%
"Apr 12, 2022",1493.5,1484,1506.85,1480.15,13.72M,-0.18%
"Apr 11, 2022",1496.15,1506,1510,1493.25,10.40M,-1.22%
"Apr 08, 2022",1514.65,1512.1,1525.75,1497.3,20.63M,-0.14%
"Apr 07, 2022",1516.75,1541.3,1541.35,1513.7,20.39M,-2.20%
"Apr 06, 2022",1550.85,1587.7,1589.8,1547.35,13.51M,-3.57%
"Apr 05, 2022",1608.25,1666.7,1666.7,1602,15.46M,-2.93%
"Apr 04, 2022",1656.8,1580,1722.1,1562.55,48.73M,10.01%
"Apr 01, 2022",1506,1476.4,1510,1470.3,7.28M,2.42%
"Mar 31, 2022",1470.35,1471,1484.7,1465.9,7.15M,-0.45%
"Mar 30, 2022",1476.95,1472,1482.75,1454.05,10.05M,1.73%
"Mar 29, 2022",1451.8,1441,1460.25,1430,6.19M,1.33%
"Mar 28, 2022",1432.8,1430.9,1438,1401.6,7.88M,0.13%
"Mar 25, 2022",1430.9,1451,1452,1419,8.18M,-0.81%
"Mar 24, 2022",1442.65,1466,1469.65,1434.55,10.08M,-2.47%
"Mar 23, 2022",1479.25,1507,1518.8,1473.6,15.59M,-1.00%
"Mar 22, 2022",1494.15,1481.3,1498,1457.2,5.23M,0.51%
"Mar 21, 2022",1486.5,1487,1493.65,1472.8,6.13M,0.44%
"Mar 17, 2022",1480.05,1472,1489.8,1470.55,7.41M,2.20%
"Mar 16, 2022",1448.15,1447,1455,1436.2,6.68M,1.70%
"Mar 15, 2022",1424,1443.5,1449.5,1411.75,9.43M,-1.29%
"Mar 14, 2022",1442.55,1415,1450,1415,12.51M,3.28%
"Mar 11, 2022",1396.8,1388,1408.95,1372.7,7.58M,0.29%
"Mar 10, 2022",1392.7,1427,1427,1380.25,11.14M,1.57%
"Mar 09, 2022",1371.15,1330,1374.7,1318.85,11.57M,3.26%
"Mar 08, 2022",1327.8,1302.2,1334,1292,19.61M,0.23%
"Mar 07, 2022",1324.8,1318.5,1332.35,1297.05,13.53M,-3.05%
"Mar 04, 2022",1366.5,1360,1386,1336.9,10.61M,-0.33%
"Mar 03, 2022",1371,1381,1392,1362.9,8.76M,-0.24%
"Mar 02, 2022",1374.25,1386.5,1398.4,1354.4,19.25M,-3.65%
"Feb 28, 2022",1426.25,1426,1438.55,1414.05,12.44M,-2.05%
"Feb 25, 2022",1456.1,1439.95,1465.9,1432.85,9.16M,2.59%
"Feb 24, 2022",1419.4,1449.9,1474.95,1407.15,11.82M,-5.43%
"Feb 23, 2022",1500.9,1525.1,1525.7,1495.65,4.51M,-0.65%
"Feb 22, 2022",1510.7,1489.8,1522.1,1487.95,4.77M,-0.75%
"Feb 21, 2022",1522.1,1504,1530.7,1495.55,3.73M,0.64%
"Feb 18, 2022",1512.35,1498.3,1517,1490.45,3.90M,0.39%
"Feb 17, 2022",1506.5,1513.1,1522,1502,3.68M,-0.61%
"Feb 16, 2022",1515.75,1534.35,1534.75,1507,5.02M,-0.14%
"Feb 15, 2022",1517.8,1476,1524.9,1473.05,6.57M,2.99%
"Feb 14, 2022",1473.7,1490,1499.45,1469.3,7.33M,-2.97%
"Feb 11, 2022",1518.85,1500.25,1525,1499.5,5.36M,-0.41%
"Feb 10, 2022",1525.1,1514,1535.5,1501.65,7.16M,1.84%
"Feb 09, 2022",1497.6,1474,1499.7,1467,5.65M,2.45%
"Feb 08, 2022",1461.85,1476.4,1478.45,1444.55,6.99M,-0.43%
"Feb 07, 2022",1468.15,1512.1,1519,1460,6.13M,-3.66%
"Feb 04, 2022",1524,1528.4,1532.85,1514.1,5.79M,0.57%
"Feb 03, 2022",1515.35,1528.75,1539.95,1509,5.28M,-1.04%
"Feb 02, 2022",1531.2,1511.95,1535,1505.6,6.98M,2.28%
"Feb 01, 2022",1497,1508.5,1517,1473.45,7.37M,0.76%
"Jan 31, 2022",1485.7,1472.75,1491.55,1466.8,6.42M,1.53%
"Jan 28, 2022",1463.25,1477.5,1486.7,1460,12.46M,-0.79%
"Jan 27, 2022",1474.95,1450,1485,1435,14.31M,-0.88%
"Jan 25, 2022",1488.05,1458.65,1495,1444,6.80M,0.09%
"Jan 24, 2022",1486.65,1509.95,1521.25,1467.55,5.93M,-2.30%
"Jan 21, 2022",1521.6,1500,1529.8,1485.6,5.77M,0.83%
"Jan 20, 2022",1509,1528.45,1528.5,1500.1,7.60M,-0.62%
"Jan 19, 2022",1518.45,1534,1539.75,1513.35,7.16M,-0.71%
"Jan 18, 2022",1529.25,1533,1550.9,1523,6.17M,0.51%
"Jan 17, 2022",1521.5,1530,1556,1519.15,11.49M,-1.53%
"Jan 14, 2022",1545.15,1530,1548.7,1519,5.60M,1.12%
"Jan 13, 2022",1528,1555,1555,1520.4,20.98M,-1.84%
"Jan 12, 2022",1556.65,1568,1576.65,1552,10.54M,-0.59%
"Jan 11, 2022",1565.9,1561.55,1568.7,1547.8,4.19M,0.43%
"Jan 10, 2022",1559.15,1558,1572,1545.5,4.43M,0.55%
"Jan 07, 2022",1550.55,1544,1566.75,1535.9,5.59M,0.70%
"Jan 06, 2022",1539.75,1543,1554.75,1530.05,4.81M,-1.60%
"Jan 05, 2022",1564.85,1536.8,1572,1528.1,7.17M,2.37%
"Jan 04, 2022",1528.55,1520,1532.9,1507.8,4.43M,0.59%
"Jan 03, 2022",1519.65,1485,1523,1480.5,4.53M,2.72%
"Dec 31, 2021",1479.4,1461.5,1484.8,1461.5,3.16M,1.22%
"Dec 30, 2021",1461.5,1458.5,1466.85,1445,3.61M,0.53%
"Dec 29, 2021",1453.85,1456.05,1461,1447.4,3.83M,-0.48%
"Dec 28, 2021",1460.8,1460.7,1466.9,1453.4,2.73M,0.69%
"Dec 27, 2021",1450.8,1428.9,1454,1422.15,2.35M,0.83%
"Dec 24, 2021",1438.9,1445.5,1452,1428,2.78M,-0.36%
"Dec 23, 2021",1444.1,1453.25,1457.8,1436.85,4.89M,-0.08%
"Dec 22, 2021",1445.2,1452.3,1456,1435.7,4.29M,0.24%
"Dec 21, 2021",1441.8,1439.5,1450.75,1430,4.56M,1.13%
"Dec 20, 2021",1425.65,1452,1458,1414.1,10.58M,-3.22%
"Dec 17, 2021",1473.05,1497,1506,1467.7,7.50M,-1.80%
"Dec 16, 2021",1500.1,1512.8,1517,1494,6.61M,0.01%
"Dec 15, 2021",1500,1503,1523.35,1495.65,5.06M,-0.16%
"Dec 14, 2021",1502.45,1502.5,1516,1497.05,4.60M,-0.58%
"Dec 13, 2021",1511.15,1526,1537.65,1507.2,5.16M,-0.75%
"Dec 10, 2021",1522.55,1524.9,1528,1508.45,3.89M,-0.28%
"Dec 09, 2021",1526.85,1545.2,1554.7,1522,5.87M,-1.73%
"Dec 08, 2021",1553.8,1536,1555.05,1534,7.65M,1.84%
"Dec 07, 2021",1525.7,1513.95,1532,1509.9,6.21M,1.46%
"Dec 06, 2021",1503.8,1513,1518.8,1497.35,3.51M,-0.64%
"Dec 03, 2021",1513.55,1525.8,1535.95,1507.05,4.06M,-0.80%
"Dec 02, 2021",1525.75,1504.5,1528.8,1500,5.60M,1.40%
"Dec 01, 2021",1504.65,1495,1507.05,1489.1,4.34M,0.74%
"Nov 30, 2021",1493.55,1495,1529,1486.55,12.61M,-0.51%
"Nov 29, 2021",1501.25,1494.8,1507.65,1462,6.50M,0.76%
"Nov 26, 2021",1489.9,1500,1506.7,1485,9.31M,-2.36%
"Nov 25, 2021",1525.95,1514.8,1533.3,1507,5.13M,0.52%
"Nov 24, 2021",1518.05,1524,1536.35,1514.05,15.40M,0.16%
"Nov 23, 2021",1515.55,1502,1527.8,1496.35,5.62M,0.01%
"Nov 22, 2021",1515.35,1546,1552.7,1499.05,7.63M,-1.56%
"Nov 18, 2021",1539.4,1526.05,1543.5,1525.25,4.58M,0.56%
"Nov 17, 2021",1530.8,1536.9,1544,1528.5,3.80M,-1.11%
"Nov 16, 2021",1548,1555,1557.2,1541.6,4.12M,-0.59%
"Nov 15, 2021",1557.25,1562.1,1571.85,1554.4,4.77M,0.27%
"Nov 12, 2021",1553,1550,1559.05,1545.05,7.46M,0.30%
"Nov 11, 2021",1548.3,1550.05,1554.9,1535.6,4.00M,-0.45%
"Nov 10, 2021",1555.25,1568,1569,1550,6.86M,-1.08%
"Nov 09, 2021",1572.25,1594.6,1594.6,1569.05,6.35M,-1.75%
"Nov 08, 2021",1600.25,1592.1,1604.7,1570.45,9.47M,0.40%
"Nov 04, 2021",1593.95,1595,1597.85,1590.1,548.40K,0.79%
"Nov 03, 2021",1581.45,1605.1,1609.9,1575.55,5.10M,-1.57%
"Nov 02, 2021",1606.75,1606,1622,1600.05,6.62M,0.09%
"Nov 01, 2021",1605.3,1585,1611,1583.55,4.06M,1.42%
"Oct 29, 2021",1582.85,1590,1602,1560,6.20M,-0.67%
"Oct 28, 2021",1593.6,1650,1650,1587.15,8.90M,-2.99%
"Oct 27, 2021",1642.8,1652.75,1665.05,1637.3,6.62M,-0.60%
"Oct 26, 2021",1652.75,1650,1673.85,1646.35,6.05M,-0.26%
"Oct 25, 2021",1657,1690,1690,1613.8,8.21M,-1.41%
"Oct 22, 2021",1680.75,1680.1,1708,1670.75,6.09M,0.27%
"Oct 21, 2021",1676.3,1671.8,1681.95,1660.85,4.87M,0.15%
"Oct 20, 2021",1673.85,1689.1,1698.75,1664.45,5.45M,-0.88%
"Oct 19, 2021",1688.7,1675.45,1692.45,1671,4.49M,1.10%
"Oct 18, 2021",1670.3,1705,1725,1667.05,14.43M,-1.01%
"Oct 14, 2021",1687.4,1638,1690,1638,7.38M,2.93%
"Oct 13, 2021",1639.4,1637,1648,1630,3.11M,0.60%
"Oct 12, 2021",1629.6,1625,1641.55,1625,4.09M,-0.26%
"Oct 11, 2021",1633.8,1599.9,1645,1599,6.54M,1.94%
"Oct 08, 2021",1602.65,1612,1622,1600.15,3.62M,-0.49%
"Oct 07, 2021",1610.5,1626.6,1627.7,1607,5.63M,-0.27%
"Oct 06, 2021",1614.9,1596,1626.85,1587,9.30M,1.22%
"Oct 05, 2021",1595.45,1592,1597.5,1576.25,5.13M,0.61%
"Oct 04, 2021",1585.75,1589,1601.35,1583.6,3.53M,0.19%
"Oct 01, 2021",1582.7,1583,1589,1565.25,5.56M,-0.77%
"Sep 30, 2021",1594.95,1586,1606.35,1583.1,7.99M,0.07%
"Sep 29, 2021",1593.85,1597,1606.6,1585.15,8.13M,-1.31%
"Sep 28, 2021",1615.05,1632,1632,1582,6.39M,-0.62%
"Sep 27, 2021",1625.1,1615.7,1635.5,1608,8.21M,1.47%
"Sep 24, 2021",1601.55,1579,1607.95,1575,10.40M,2.01%
"Sep 23, 2021",1570,1542,1572,1542,6.83M,2.37%
"Sep 22, 2021",1533.7,1549,1550.15,1530,5.29M,-1.18%
"Sep 21, 2021",1551.95,1562,1568.65,1528.95,7.39M,-0.51%
"Sep 20, 2021",1559.85,1564,1581.7,1558,4.39M,-1.41%
"Sep 17, 2021",1582.15,1569,1589,1559.2,10.25M,1.42%
"Sep 16, 2021",1559.95,1537.75,1564.3,1536.3,5.13M,0.85%
"Sep 15, 2021",1546.8,1535,1554.8,1535,7.41M,-0.11%
"Sep 14, 2021",1548.55,1560,1564.5,1546.6,4.88M,-0.45%
"Sep 13, 2021",1555.55,1562,1584,1553.65,4.48M,-0.83%
"Sep 09, 2021",1568.6,1574,1579.45,1561,4.13M,-0.49%
"Sep 08, 2021",1576.4,1571.95,1580.5,1565.6,3.36M,0.46%
"Sep 07, 2021",1569.25,1562.5,1582,1555.2,3.62M,0.23%
"Sep 06, 2021",1565.7,1579.95,1580.95,1561.95,3.94M,-0.66%
"Sep 03, 2021",1576.05,1586.1,1598,1568.3,5.37M,-0.81%
"Sep 02, 2021",1589,1574.1,1592,1571.25,4.81M,0.63%
"Sep 01, 2021",1579.1,1575,1598,1574.5,6.21M,-0.15%
"Aug 31, 2021",1581.4,1563.5,1583.35,1562.2,6.03M,0.84%
"Aug 30, 2021",1568.25,1555.6,1570,1551.6,4.52M,1.28%
"Aug 27, 2021",1548.45,1552,1558.65,1545.25,3.19M,-0.41%
"Aug 26, 2021",1554.8,1550,1571,1543.45,5.56M,-0.17%
"Aug 25, 2021",1557.4,1552.1,1564.8,1548,3.86M,-0.09%
"Aug 24, 2021",1558.85,1530,1564.5,1527.45,9.19M,2.25%
"Aug 23, 2021",1524.6,1529.85,1533.15,1508.65,5.42M,0.65%
"Aug 20, 2021",1514.75,1486.05,1519.8,1486.05,6.58M,0.12%
"Aug 18, 2021",1513,1556.7,1565.35,1508.35,11.49M,-0.11%
"Aug 17, 2021",1514.65,1517.2,1524,1505.3,4.14M,-1.04%
"Aug 16, 2021",1530.6,1526.15,1535,1521.45,3.13M,0.29%
"Aug 13, 2021",1526.2,1501.2,1531,1501,8.33M,1.65%
"Aug 12, 2021",1501.4,1497,1507.6,1489.3,4.30M,0.43%
"Aug 11, 2021",1494.95,1514.9,1518.85,1491.05,6.29M,-0.84%
"Aug 10, 2021",1507.65,1489,1519.75,1489,7.42M,0.25%
"Aug 09, 2021",1503.9,1492,1507.35,1476,5.50M,0.75%
"Aug 06, 2021",1492.65,1483.55,1500,1474,6.67M,0.53%
"Aug 05, 2021",1484.85,1467.1,1507.05,1457.4,9.41M,1.33%
"Aug 04, 2021",1465.3,1441,1474.5,1440,11.03M,2.13%
"Aug 03, 2021",1434.7,1410,1439.9,1410,6.02M,0.85%
"Aug 02, 2021",1422.65,1435,1435,1416.25,6.63M,-0.27%
"Jul 30, 2021",1426.45,1419,1431.75,1407.95,5.83M,0.58%
"Jul 29, 2021",1418.25,1428.25,1429.95,1413.3,6.85M,0.07%
"Jul 28, 2021",1417.3,1435.05,1438.7,1404,10.34M,-1.56%
"Jul 27, 2021",1439.75,1436.1,1449.9,1436.1,11.20M,0.36%
"Jul 26, 2021",1434.55,1430,1444,1428.1,6.58M,-0.57%
"Jul 23, 2021",1442.75,1451.5,1457.45,1435.3,6.56M,-0.41%
"Jul 22, 2021",1448.7,1456.1,1468.5,1445,6.60M,0.38%
"Jul 20, 2021",1443.15,1442,1454,1436.15,12.09M,-1.89%
"Jul 19, 2021",1471,1487,1488.85,1466,12.56M,-3.37%
"Jul 16, 2021",1522.35,1527.95,1529.95,1518.8,2.59M,0.11%
"Jul 15, 2021",1520.7,1505,1526.75,1499.65,5.22M,1.44%
"Jul 14, 2021",1499.15,1497.5,1507.35,1491.1,4.89M,-0.18%
"Jul 13, 2021",1501.85,1496.1,1506.1,1484.1,9.09M,1.00%
"Jul 12, 2021",1487,1502,1502,1484,7.23M,-1.00%
"Jul 09, 2021",1502,1512.55,1516,1497.5,5.35M,-1.21%
"Jul 08, 2021",1520.45,1525,1537.7,1513.45,4.21M,-1.24%
"Jul 07, 2021",1539.5,1534,1545.35,1527.7,4.81M,0.31%
"Jul 06, 2021",1534.7,1497,1540,1496,8.83M,2.62%
"Jul 05, 2021",1495.45,1489.95,1504.5,1484.55,3.69M,1.02%
"Jul 02, 2021",1480.4,1485,1489.25,1477,7.41M,-0.43%
"Jul 01, 2021",1486.75,1502,1502,1483,8.46M,-0.74%
"Jun 30, 2021",1497.9,1498,1509,1494.1,4.84M,-0.28%
"Jun 29, 2021 ",1502.05,1507,1508.2,1492.15,5.49M,-0.42%
"Jun 28, 2021",1508.35,1520,1523,1505,4.68M,-0.45%
"Jun 25, 2021",1515.1,1511.1,1522,1507,5.19M,0.59%
"Jun 24, 2021",1506.25,1490,1513.45,1488,7.39M,1.40%
"Jun 23, 2021",1485.5,1490,1497.8,1478.6,3.92M,0.11%
"Jun 22, 2021",1483.8,1497,1508,1480,7.18M,-0.33%
"Jun 21, 2021",1488.7,1461.35,1491.8,1459,3.63M,0.60%
"Jun 18, 2021",1479.8,1469.5,1490,1455,5.97M,0.93%
"Jun 17, 2021",1466.1,1466,1478.75,1460,4.64M,-1.25%
"Jun 16, 2021",1484.6,1488,1494,1478.1,3.85M,-0.38%
"Jun 15, 2021",1490.25,1486,1496,1474.8,3.78M,0.73%
"Jun 14, 2021",1479.45,1478.25,1486,1462.55,4.44M,-0.46%
"Jun 11, 2021",1486.35,1491,1496.55,1481.05,3.60M,0.36%
"Jun 10, 2021",1481.05,1482.1,1489,1473.65,5.74M,0.05%
"Jun 09, 2021",1480.3,1483.9,1502,1472.05,5.11M,-0.19%
"Jun 08, 2021",1483.05,1496.55,1501.3,1481.5,4.94M,-1.12%
"Jun 07, 2021",1499.85,1510,1514,1496,4.05M,-0.07%
"Jun 04, 2021",1500.95,1516,1520.65,1499.2,4.71M,-1.29%
"Jun 03, 2021",1520.55,1508,1524.95,1487.75,5.14M,1.10%
"Jun 02, 2021",1504,1510,1510.2,1493,5.31M,-0.51%
"Jun 01, 2021",1511.7,1520.3,1527,1507.25,5.52M,-0.27%
"May 31, 2021",1515.85,1500,1519.5,1487.5,7.83M,0.82%
"May 28, 2021",1503.45,1490.9,1513,1478.75,8.88M,1.40%
"May 27, 2021",1482.65,1473.1,1489,1462.45,10.22M,0.38%
"May 26, 2021",1477.05,1480,1487,1470,6.14M,-0.13%
"May 25, 2021",1478.95,1510.5,1513.75,1470.5,9.62M,-2.05%
"May 24, 2021",1509.95,1503.25,1520.45,1498.5,11.07M,0.84%
"May 21, 2021",1497.3,1443,1501.9,1443,9.67M,4.50%
"May 20, 2021",1432.8,1458.35,1465.9,1428.5,5.34M,-1.74%
"May 19, 2021",1458.2,1470.2,1478.85,1452.55,5.07M,-1.25%
"May 18, 2021",1476.7,1458.95,1482.75,1455,11.08M,2.53%
"May 17, 2021",1440.25,1395.15,1442.6,1381.3,7.56M,3.85%
"May 14, 2021",1386.85,1394.35,1398.9,1382.35,5.30M,-0.90%
"May 12, 2021",1399.5,1399.75,1408.6,1388.85,6.89M,-0.29%
"May 11, 2021",1403.55,1396,1424.2,1395.05,7.26M,-1.15%
"May 10, 2021",1419.85,1427,1430,1412.8,5.53M,0.36%
"May 07, 2021",1414.75,1412.95,1424.95,1410.25,6.02M,0.99%
"May 06, 2021",1400.9,1407.6,1410.8,1395,5.74M,-0.12%
"May 05, 2021",1402.6,1401,1409.6,1381.7,7.21M,1.03%
"May 04, 2021",1388.35,1409.95,1423,1383.3,10.74M,-1.85%
"May 03, 2021",1414.45,1393,1421.9,1377.3,11.24M,0.15%
"Apr 30, 2021",1412.3,1445,1453.8,1407.5,17.62M,-4.09%
"Apr 29, 2021",1472.5,1486.2,1503.65,1461,12.04M,-0.29%
"Apr 28, 2021",1476.8,1436.25,1479,1431,12.05M,2.65%
"Apr 27, 2021",1438.7,1407.25,1442,1404.8,10.30M,2.41%
"Apr 26, 2021",1404.8,1413,1429,1402.75,15.09M,-0.66%
"Apr 23, 2021",1414.15,1409,1434.6,1400.2,11.36M,-0.59%
"Apr 22, 2021",1422.5,1380,1426.8,1371.05,19.24M,2.24%
"Apr 20, 2021",1391.4,1425,1426.4,1383.95,11.59M,-1.49%
"Apr 19, 2021",1412.4,1390,1417.7,1372.3,12.03M,-1.14%
"Apr 16, 2021",1428.65,1434.95,1445,1423.5,7.80M,-0.10%
"Apr 15, 2021",1430.1,1405,1436.7,1391,17.22M,2.12%
"Apr 13, 2021",1400.35,1368,1406.45,1361,9.30M,2.44%
"Apr 12, 2021",1367.05,1393,1399,1353,11.27M,-3.85%
"Apr 09, 2021",1421.75,1426,1432.8,1415.1,14.08M,-0.77%
"Apr 08, 2021",1432.8,1453,1460.9,1430.5,8.81M,-1.00%
"Apr 07, 2021",1447.2,1439.3,1456.7,1421.55,12.54M,0.48%
"Apr 06, 2021",1440.25,1460,1462.65,1432.65,7.54M,-0.65%
"Apr 05, 2021",1449.6,1480,1485,1431,8.00M,-2.50%
"Apr 01, 2021",1486.75,1499.4,1499.4,1465,17.88M,-0.46%
"Mar 31, 2021",1493.65,1548,1548,1488,15.39M,-3.86%
"Mar 30, 2021",1553.7,1506.65,1562.55,1501.55,12.80M,4.18%
"Mar 26, 2021",1491.3,1494,1499,1474,6.01M,1.91%
"Mar 25, 2021",1463.35,1490.2,1495.55,1450.25,11.98M,-1.04%
"Mar 24, 2021",1478.8,1490.9,1506.45,1471,8.18M,-1.42%
"Mar 23, 2021",1500.15,1470,1507.45,1469.1,9.88M,2.11%
"Mar 22, 2021",1469.15,1494.9,1494.9,1460.4,7.01M,-1.89%
"Mar 19, 2021",1497.5,1485,1511.2,1474.05,10.62M,0.44%
"Mar 18, 2021",1491,1511.75,1522.05,1481.15,9.03M,-0.29%
"Mar 17, 2021",1495.35,1524.25,1539,1490.2,10.53M,-1.11%
"Mar 16, 2021",1512.15,1530.9,1540.4,1510,6.86M,-1.08%
"Mar 15, 2021",1528.65,1548.4,1548.4,1515.3,6.12M,-1.50%
"Mar 12, 2021",1551.95,1600,1600,1535.05,7.82M,-0.24%
"Mar 10, 2021",1555.75,1572,1575,1552.15,5.53M,-0.43%
